"fileID","classID","mfcc_avg_0","mfcc_avg_1","mfcc_avg_2","mfcc_avg_3","mfcc_avg_4","mfcc_avg_5","mfcc_avg_6","mfcc_avg_7","mfcc_avg_8","mfcc_avg_9","mfcc_avg_10","mfcc_avg_11","mfcc_avg_12","mfcc_avg_13","mfcc_avg_14","mfcc_avg_15","mfcc_avg_16","mfcc_avg_17","mfcc_avg_18","mfcc_avg_19","mfcc_avg_20","mfcc_avg_21","mfcc_avg_22","mfcc_avg_23","mfcc_avg_24","mfcc_avg_25","mfcc_avg_26","mfcc_avg_27","mfcc_avg_28","mfcc_avg_29","mfcc_avg_30","mfcc_avg_31","mfcc_avg_32","mfcc_avg_33","mfcc_avg_34","mfcc_avg_35","mfcc_avg_36","mfcc_avg_37","mfcc_avg_38","mfcc_avg_39"
0,9,-219.5514670489631,145.4109434904628,-4.082356054349489,11.276622934413645,11.573169475412609,8.570365402583201,-8.808123257862256,6.105605594980006,7.655449064385447,-0.054668412188587354,-5.940118564664024,2.9221167784548183,-4.043073399459499,-2.3879674070782215,-3.8924402609975504,-2.9224684772498115,-9.23826370436015,-1.9049347277532007,-3.5306716472717703,-0.04071684970577394,-6.2026711119404165,-1.3523952731614581,-7.281726346625822,-1.3398752424448261,-1.9742696121917893,1.6334647695051023,-2.792049006676809,4.23154892748779,1.7349439565312446,2.0171344816024877,-7.268995357856114,-1.6630855471909958,-2.3922784822546723,2.983611594627965,-4.725859287708263,-1.177751790707722,-6.211183815297003,-3.115754440422105,-3.8085114679972185,1.656020623655367
1,9,-221.39286991963095,145.89544478454349,-5.032841468610681,10.669275152419862,11.177417596193772,10.014697775913943,-8.698489671272586,8.796799099811496,6.1751257652746965,0.2433537353282614,-7.245743443849317,2.34916344973891,-4.495857702373528,-2.572962831930118,-3.9893325464484923,-5.028138499865369,-9.135938021938957,1.4571799366410823,-4.066358820406616,-2.232771984193217,-5.634175269900171,-1.4834627375032547,-7.087001229897423,-0.45304571592253795,-3.247022128293175,-0.5313088864104009,-1.8867744494082592,3.9334978119848443,0.8549035529035216,2.5354814121327642,-5.844687462445005,-2.1019660874253776,-2.814278656160697,3.087846670479684,-3.749860087868938,-0.1523509467862444,-5.876456035854733,-1.8879737219636037,-3.6365807892939297,-0.417547332269229
2,9,-219.65285258923385,139.0406610209093,-2.5831623626862608,11.472866898426323,8.555858594160057,12.793740296703339,-9.418111149369267,10.507007656973542,4.536084333417385,-3.8835213751416364,-8.849708561382908,1.3128948912941323,-3.731864898218939,0.3863907491158643,-1.361446057930115,-0.621065833045775,-7.730337746811873,-2.4182294077281687,-3.231047392974053,-1.5340189635078025,-4.209902431947902,-2.207210559981529,-8.602406255270092,0.9248667949773995,-2.415259884727735,2.3563447097509584,-2.9937182569241694,4.286255166925214,1.0745865760256463,0.9278651025399892,-8.156694791956108,-0.48612573272462983,-1.5609915906013871,2.2147576509305247,-3.2851544382956614,1.843235243964883,-6.887261433452958,-0.5831842906550692,-0.73676137884336,0.29386901636925833
3,9,-224.8486593305929,146.5031521835538,-2.5471662140382083,11.860610662038473,9.193824068801083,13.569197878334629,-6.753861388692029,7.090515053997138,1.0364019041800643,-4.712723654805926,-7.347663769790875,-0.04895140107531486,-5.5756191001203455,-0.0157242970522265,-1.418304318091642,-0.4837118646532647,-5.461720798500955,-2.4508230613421373,-3.4089120651608877,-1.172553640045385,-6.281787658625208,-2.170724005696798,-7.231090551918518,-0.8506699781133792,-2.830773934387404,3.024631936817374,-3.220235536384481,2.372312851171833,-1.013007211175618,0.9026541962742262,-6.953166999885207,1.1801701017924622,-2.1923620390415035,0.1242813048589601,-4.336357361542561,2.1054150342419575,-4.93974564214639,0.426542597693662,-1.462483290668683,-0.9569662623335655
4,9,-235.22561354708623,150.38989306259887,-2.6995182044110164,11.728572801767923,7.449710084678158,12.059663926281571,-10.55814587117859,1.6163880730953109,4.859264234627958,-0.1736020611355584,-4.270455334068899,3.563094439288987,-2.278455354421747,-1.0098863957722617,-2.5112646355356625,-2.3195338701933927,-3.747880633477455,3.0797213736053757,-2.843071637348537,0.7911452663654857,-4.679405275370695,-0.10756921555737783,-5.586950704468549,0.5077857331241936,-3.010706796828095,0.8557017090607437,-5.309897418473868,0.16538537621777902,-2.255097974700754,3.189667851912348,-7.055676459976011,0.3372332792945602,-2.150987195701463,2.0216705109148396,-4.367048149476864,0.9311696369704907,-3.8361852047570504,3.008068448519731,-0.8837129365432913,-0.5363886248986194
5,9,-229.42441698604847,144.03626906512085,-2.1800610532180755,12.568551950283004,7.781401098681099,11.762795033281394,-12.438940881414302,4.667715418387006,5.521817309576843,2.0758818581551823,-2.154824720041113,3.7572732362162102,-2.6782987409190695,-4.234095664820583,-2.3525882312665938,-1.5284371421523166,-6.480054689076671,0.7238243356787537,-2.616886901390858,0.4601036052923861,-4.556539852750408,0.5872131484849695,-5.91390168879021,-0.41687021254827666,-3.8709865090035356,3.2673184355062035,-2.398719757832122,1.3732758311700968,-0.5270862181168714,4.900360617985537,-8.456995395012216,-2.2553202253741707,-2.1954161372013075,1.764461157841436,-5.068626996856258,0.5444868486395638,-6.560050878329798,2.3268336192704187,-1.032859875294468,-1.548377910800706
6,8,-210.2603820416074,133.01568732556225,-41.83754630239942,-9.650531047830299,-22.690832644581622,4.830424158159257,12.290861232868235,21.624141547019576,-6.1264016209195775,-7.760310075116954,-6.588614387072506,0.05535214147716266,-16.524620558557384,-8.788967388460069,-5.51957411645699,-1.79700159864486,-8.944615513177519,0.8745107957629975,-11.313499959757566,-4.469649474859531,-4.253608311773432,0.6316985904723695,-5.591091521859411,-1.551280591445782,-4.797512571139755,5.324815214344725,-2.384061434084523,-1.1683627190287411,-5.641180856657222,-0.9415462984470082,-4.748219710225894,0.7053934744642338,-5.4078768586246895,0.7378069945084276,-2.025501212481886,1.2438014531604176,-2.53463145562578,1.441118465366686,-5.598989209820502,1.562603880394449
7,8,-206.56451375332793,130.03325203974893,-44.91698484584889,-11.893823712392933,-19.214432895434204,9.088805481567574,11.46127245150122,18.205401380485398,-8.186518977060837,-8.050427670874663,-5.258448385410764,1.310883305935291,-13.830485275851208,-7.022078228000543,-4.448326242848296,0.4891931161139396,-6.718008134008628,-1.2448004919890423,-11.638861689132195,-2.5469754531575535,-2.1224904908912654,2.5051300040218707,-2.8242749575506805,0.427128774700796,-2.2194076822215525,5.6871205043068045,-2.5904292806606404,-1.7170491800637833,-5.957250649618373,0.21216965241768093,-2.912591594803466,2.7990308633654855,-3.417369574281888,1.877688025958377,-2.148222437333046,0.6666120259017494,-2.9551779795764253,-0.07621215939694503,-5.631070760359379,1.9704257407420576
8,8,-211.56130745565483,129.54314043922048,-37.41130364880556,-14.177888742821844,-17.462513598317447,12.47145966320491,9.744303560321173,18.590713495097642,-6.773606298816966,-6.610304693710863,-5.1933470321836035,0.8136248968029771,-11.447221188766713,-4.734816514651475,-4.136081883421255,1.459782773643622,-5.389839576576303,-2.1694642626286003,-10.411795149682167,-0.48012900569686834,-1.215041675679766,3.6556694662802025,-1.3134937495015697,1.8904563220432151,-1.230182329878694,4.832878397854096,-2.458573306033259,-0.701688175440912,-4.295830860728462,1.7152782365952446,-1.2013934229718453,2.9358562990316486,-3.546024248291452,1.8212728782972651,-1.9983341261139451,0.705972842545529,-3.0713944591780145,1.8971418237720068,-3.640373735431818,2.4157666523461345
9,8,-217.83624671699172,119.51935664285651,-30.225422145898428,-14.470393109952429,-13.177483513197167,17.93220760247263,10.910267677565091,17.34979428474909,-9.65097388113883,-5.138475634162726,-1.7250070040565137,3.3685509481845766,-10.018480286790037,-4.461928317291566,-4.270519814696178,1.664722593594848,-4.434803991374533,-1.4653929884201409,-9.819518244212903,0.1559006470790694,0.05068409722427777,6.2137369881809645,-1.780850418202164,1.9165988942844439,-0.8233172191020444,4.917401386053544,-2.3498501504604827,-0.14377451537073047,-3.706244013926507,3.468472667626935,0.015037634129647173,2.4112763897294864,-3.6506704776468353,1.0293368935546967,-2.324707720821844,1.3472555241683966,-3.3774746481551725,1.6512888343246948,-2.9688720465543863,3.647794121327731
10,8,-205.42845369182112,104.81560368192778,-19.088477084704746,-17.199588152722306,-7.543786576439472,14.599582068847255,13.076401308677005,15.236316119353006,-5.098247717809256,-5.437347528091872,-1.006950727660979,1.9940338801506492,-9.113182142245199,-3.3919845175514163,-1.8798446326413336,2.6342892121202235,-4.258350733238928,-1.3396297518767755,-9.231482084599461,2.010805711424448,0.5135874609835648,6.9707199524886,-2.516752641178495,2.7983794316740953,-1.2604871037954632,4.317181215700438,-3.0242554957079046,-0.11122015700033541,-4.698756362756647,3.6217130954996786,-0.34411654714890805,3.0225090358902498,-2.9052227305133296,2.0470328292450946,-1.878530992437385,1.7626023815515064,-3.294164518328078,1.1404369375497085,-3.184913575940686,4.351289872251725
11,8,-194.17485167929118,106.64235952166146,-19.283011388579094,-14.399470553107133,-9.815220393297647,8.633852696218375,8.981966757358455,13.585584616607111,-1.1442911700506262,-2.8158548295093606,-3.4377667715040596,-3.1886402821417668,-10.815373816932189,-0.6310561626166574,-0.22509900378892805,2.91212608822652,-6.3982228982629135,-1.319386503956951,-5.792645065852606,4.4496082705767614,-2.2673574340373075,4.787784673950614,-2.766111537644029,2.9386755537353078,-0.9490859174891222,2.7382234582305442,-3.3507640920377924,1.736469357658655,-3.859595689117055,2.092846227776303,-2.376734105663536,3.0594501181235967,-1.9232609964747132,2.704845893370001,-2.0874994329776837,2.062026988230791,-2.950299786881897,0.9141379244335227,-3.9140948981609296,3.5248011392350533
